paper_id,study_id,method,status,n_records,path
057_Giri_1990_Studies_on_pigeonpea_and_groundnut_intec,57,static_workflow,skipped_gap,0,
057_Giri_1990_Studies_on_pigeonpea_and_groundnut_intec,57,mas,skipped_gap,0,
058_Ossom_et_al_2005_intercropping_maize_with_grain_le,58,direct_llm,skipped_gap,0,
058_Ossom_et_al_2005_intercropping_maize_with_grain_le,58,static_workflow,skipped_gap,0,
058_Ossom_et_al_2005_intercropping_maize_with_grain_le,58,mas,skipped_gap,0,
059_Tomar_et_al_1987_Effect_of_planting_patterns_in_pi,59,direct_llm,skipped_gap,0,
059_Tomar_et_al_1987_Effect_of_planting_patterns_in_pi,59,static_workflow,skipped_gap,0,
059_Tomar_et_al_1987_Effect_of_planting_patterns_in_pi,59,mas,skipped_gap,0,
060_Ahmed_et_al_2000_Studies_on_yield_land_equivalent_,60,direct_llm,skipped_gap,0,
060_Ahmed_et_al_2000_Studies_on_yield_land_equivalent_,60,static_workflow,skipped_gap,0,
060_Ahmed_et_al_2000_Studies_on_yield_land_equivalent_,60,mas,skipped_gap,0,
061_Sarkar_et_al_2000_Production_potential_and_economi,61,direct_llm,skipped_gap,0,
061_Sarkar_et_al_2000_Production_potential_and_economi,61,static_workflow,skipped_gap,0,
061_Sarkar_et_al_2000_Production_potential_and_economi,61,mas,skipped_gap,0,
062_Subramanian_et_al_1987_Intercropping_effects_on_yi,62,direct_llm,skipped_gap,0,
062_Subramanian_et_al_1987_Intercropping_effects_on_yi,62,static_workflow,skipped_gap,0,
062_Subramanian_et_al_1987_Intercropping_effects_on_yi,62,mas,skipped_gap,0,
063_Mustsaers_1978_Mixed_cropping_experiements_with_ma,63,static_workflow,skipped_gap,0,
064_Ogbuehi_et_al_1987_Intercropping_carrot_and_sweetc,64,direct_llm,skipped,10,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/064_Ogbuehi_et_al_1987_Intercropping_carrot_and_sweetc__direct_llm.csv
064_Ogbuehi_et_al_1987_Intercropping_carrot_and_sweetc,64,static_workflow,skipped,10,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/064_Ogbuehi_et_al_1987_Intercropping_carrot_and_sweetc__static_workflow.csv
064_Ogbuehi_et_al_1987_Intercropping_carrot_and_sweetc,64,mas,skipped,10,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/064_Ogbuehi_et_al_1987_Intercropping_carrot_and_sweetc__mas.csv
065_Mei_et_al_2012_Maize_faba_bean_intercropping_with_,65,direct_llm,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/065_Mei_et_al_2012_Maize_faba_bean_intercropping_with___direct_llm.csv
065_Mei_et_al_2012_Maize_faba_bean_intercropping_with_,65,static_workflow,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/065_Mei_et_al_2012_Maize_faba_bean_intercropping_with___static_workflow.csv
065_Mei_et_al_2012_Maize_faba_bean_intercropping_with_,65,mas,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/065_Mei_et_al_2012_Maize_faba_bean_intercropping_with___mas.csv
066_Ciftci_et_al_2005_Economic_benefits_ofmixed_croppi,66,static_workflow,skipped_gap,0,
067_Morgado_et_al_2003_Effects_of_plant_population_and,67,direct_llm,skipped,9,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/067_Morgado_et_al_2003_Effects_of_plant_population_and__direct_llm.csv
067_Morgado_et_al_2003_Effects_of_plant_population_and,67,static_workflow,skipped,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/067_Morgado_et_al_2003_Effects_of_plant_population_and__static_workflow.csv
067_Morgado_et_al_2003_Effects_of_plant_population_and,67,mas,skipped,9,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/067_Morgado_et_al_2003_Effects_of_plant_population_and__mas.csv
068_Subedi_1998_Profitability_of_barley_and_peas_mixed,68,direct_llm,skipped_gap,0,
068_Subedi_1998_Profitability_of_barley_and_peas_mixed,68,static_workflow,skipped_gap,0,
069_Gao_et_al_2010_Distribution_of_roots_and_root_leng,69,direct_llm,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/069_Gao_et_al_2010_Distribution_of_roots_and_root_leng__direct_llm.csv
069_Gao_et_al_2010_Distribution_of_roots_and_root_leng,69,static_workflow,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/069_Gao_et_al_2010_Distribution_of_roots_and_root_leng__static_workflow.csv
069_Gao_et_al_2010_Distribution_of_roots_and_root_leng,69,mas,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/069_Gao_et_al_2010_Distribution_of_roots_and_root_leng__mas.csv
070_Das_et_al_1991_Studies_on_pigeonpea_and_groundnut_,70,direct_llm,skipped,9,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/070_Das_et_al_1991_Studies_on_pigeonpea_and_groundnut___direct_llm.csv
070_Das_et_al_1991_Studies_on_pigeonpea_and_groundnut_,70,static_workflow,skipped,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/070_Das_et_al_1991_Studies_on_pigeonpea_and_groundnut___static_workflow.csv
070_Das_et_al_1991_Studies_on_pigeonpea_and_groundnut_,70,mas,skipped,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/070_Das_et_al_1991_Studies_on_pigeonpea_and_groundnut___mas.csv
071_Nelson_et_al_2012_Yield_and_weed_suppression_of_cr,71,direct_llm,skipped_gap,0,
072_Agegnehu_et_al_2008_Yield_potential_and_land_use_e,72,direct_llm,skipped,5,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/072_Agegnehu_et_al_2008_Yield_potential_and_land_use_e__direct_llm.csv
072_Agegnehu_et_al_2008_Yield_potential_and_land_use_e,72,static_workflow,skipped,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/072_Agegnehu_et_al_2008_Yield_potential_and_land_use_e__static_workflow.csv
072_Agegnehu_et_al_2008_Yield_potential_and_land_use_e,72,mas,skipped,7,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/072_Agegnehu_et_al_2008_Yield_potential_and_land_use_e__mas.csv
073_Mason_et_al_1987_Intercropping_in_a_temperate_envi,73,direct_llm,no_output,0,
073_Mason_et_al_1987_Intercropping_in_a_temperate_envi,73,static_workflow,error: APITimeoutError: Request timed out.,0,
073_Mason_et_al_1987_Intercropping_in_a_temperate_envi,73,mas,ok,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/073_Mason_et_al_1987_Intercropping_in_a_temperate_envi__mas.csv
074_Lithourgidis_et_al_2011_Dry_matter_yield_nitrogen_,74,direct_llm,ok,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/074_Lithourgidis_et_al_2011_Dry_matter_yield_nitrogen___direct_llm.csv
074_Lithourgidis_et_al_2011_Dry_matter_yield_nitrogen_,74,static_workflow,ok,9,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/074_Lithourgidis_et_al_2011_Dry_matter_yield_nitrogen___static_workflow.csv
074_Lithourgidis_et_al_2011_Dry_matter_yield_nitrogen_,74,mas,ok,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/074_Lithourgidis_et_al_2011_Dry_matter_yield_nitrogen___mas.csv
075_Prasad_et_al_1991_Pigeonpea_and_soybean_intercropp,75,direct_llm,ok,11,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/075_Prasad_et_al_1991_Pigeonpea_and_soybean_intercropp__direct_llm.csv
075_Prasad_et_al_1991_Pigeonpea_and_soybean_intercropp,75,static_workflow,ok,11,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/075_Prasad_et_al_1991_Pigeonpea_and_soybean_intercropp__static_workflow.csv
075_Prasad_et_al_1991_Pigeonpea_and_soybean_intercropp,75,mas,ok,11,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/075_Prasad_et_al_1991_Pigeonpea_and_soybean_intercropp__mas.csv
076_Asl_et_al_2009_Potato_and_pinto_bean_intercropping,76,direct_llm,ok,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/076_Asl_et_al_2009_Potato_and_pinto_bean_intercropping__direct_llm.csv
076_Asl_et_al_2009_Potato_and_pinto_bean_intercropping,76,static_workflow,ok,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/076_Asl_et_al_2009_Potato_and_pinto_bean_intercropping__static_workflow.csv
076_Asl_et_al_2009_Potato_and_pinto_bean_intercropping,76,mas,ok,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/076_Asl_et_al_2009_Potato_and_pinto_bean_intercropping__mas.csv
077_Kontturi_et_al_2011_Pea_oat_intercrops_to_sustain_,77,direct_llm,no_output,0,
077_Kontturi_et_al_2011_Pea_oat_intercrops_to_sustain_,77,static_workflow,error: RuntimeError: static_workflow step 1 (label relevant blocks) returned None from the LLM,0,
077_Kontturi_et_al_2011_Pea_oat_intercrops_to_sustain_,77,mas,ok,10,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/077_Kontturi_et_al_2011_Pea_oat_intercrops_to_sustain___mas.csv
078_Teasdale_et_al_1987_Performance_of_four_tomato_cul,78,direct_llm,ok,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/078_Teasdale_et_al_1987_Performance_of_four_tomato_cul__direct_llm.csv
078_Teasdale_et_al_1987_Performance_of_four_tomato_cul,78,static_workflow,ok,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/078_Teasdale_et_al_1987_Performance_of_four_tomato_cul__static_workflow.csv
078_Teasdale_et_al_1987_Performance_of_four_tomato_cul,78,mas,ok,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/078_Teasdale_et_al_1987_Performance_of_four_tomato_cul__mas.csv
079_Mondal_et_al_2004_Effect_of_K_on_soil_fertility_an,79,direct_llm,ok,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/079_Mondal_et_al_2004_Effect_of_K_on_soil_fertility_an__direct_llm.csv
079_Mondal_et_al_2004_Effect_of_K_on_soil_fertility_an,79,static_workflow,ok,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/079_Mondal_et_al_2004_Effect_of_K_on_soil_fertility_an__static_workflow.csv
079_Mondal_et_al_2004_Effect_of_K_on_soil_fertility_an,79,mas,ok,12,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/079_Mondal_et_al_2004_Effect_of_K_on_soil_fertility_an__mas.csv
080_Rees_1986_Crop_growth_development_and_yield_in_sem,80,direct_llm,error: APITimeoutError: Request timed out.,0,
080_Rees_1986_Crop_growth_development_and_yield_in_sem,80,static_workflow,error: APITimeoutError: Request timed out.,0,
080_Rees_1986_Crop_growth_development_and_yield_in_sem,80,mas,ok,0,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/080_Rees_1986_Crop_growth_development_and_yield_in_sem__mas.csv
081_Gao_et_al_2009_Crop_coefficiennt_and_water_use_eff,81,direct_llm,ok,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/081_Gao_et_al_2009_Crop_coefficiennt_and_water_use_eff__direct_llm.csv
081_Gao_et_al_2009_Crop_coefficiennt_and_water_use_eff,81,static_workflow,ok,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/081_Gao_et_al_2009_Crop_coefficiennt_and_water_use_eff__static_workflow.csv
081_Gao_et_al_2009_Crop_coefficiennt_and_water_use_eff,81,mas,ok,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/081_Gao_et_al_2009_Crop_coefficiennt_and_water_use_eff__mas.csv
082_Allen_et_al_1983_Yield_of_corn_cowpea_and_soybean_,82,direct_llm,ok,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/082_Allen_et_al_1983_Yield_of_corn_cowpea_and_soybean___direct_llm.csv
082_Allen_et_al_1983_Yield_of_corn_cowpea_and_soybean_,82,static_workflow,ok,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/082_Allen_et_al_1983_Yield_of_corn_cowpea_and_soybean___static_workflow.csv
082_Allen_et_al_1983_Yield_of_corn_cowpea_and_soybean_,82,mas,ok,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/082_Allen_et_al_1983_Yield_of_corn_cowpea_and_soybean___mas.csv
083_Lei_et_al_2005_Water_use_efficiency_of_a_mixed_cro,83,direct_llm,ok,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/083_Lei_et_al_2005_Water_use_efficiency_of_a_mixed_cro__direct_llm.csv
083_Lei_et_al_2005_Water_use_efficiency_of_a_mixed_cro,83,static_workflow,ok,15,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/083_Lei_et_al_2005_Water_use_efficiency_of_a_mixed_cro__static_workflow.csv
083_Lei_et_al_2005_Water_use_efficiency_of_a_mixed_cro,83,mas,ok,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/083_Lei_et_al_2005_Water_use_efficiency_of_a_mixed_cro__mas.csv
084_Milyazawa_et_al_2010_Intercropping_green_manure_cr,84,direct_llm,ok,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/084_Milyazawa_et_al_2010_Intercropping_green_manure_cr__direct_llm.csv
084_Milyazawa_et_al_2010_Intercropping_green_manure_cr,84,static_workflow,ok,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/084_Milyazawa_et_al_2010_Intercropping_green_manure_cr__static_workflow.csv
084_Milyazawa_et_al_2010_Intercropping_green_manure_cr,84,mas,ok,1,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/084_Milyazawa_et_al_2010_Intercropping_green_manure_cr__mas.csv
085_Chang_et_al_1985_An_analysis_of_competition_betwee,85,direct_llm,ok,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/085_Chang_et_al_1985_An_analysis_of_competition_betwee__direct_llm.csv
085_Chang_et_al_1985_An_analysis_of_competition_betwee,85,static_workflow,ok,3,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/085_Chang_et_al_1985_An_analysis_of_competition_betwee__static_workflow.csv
085_Chang_et_al_1985_An_analysis_of_competition_betwee,85,mas,ok,9,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/085_Chang_et_al_1985_An_analysis_of_competition_betwee__mas.csv
086_Neumann_et_al_2009_Evaluation_of_yield_density_rel,86,direct_llm,ok,6,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/086_Neumann_et_al_2009_Evaluation_of_yield_density_rel__direct_llm.csv
086_Neumann_et_al_2009_Evaluation_of_yield_density_rel,86,static_workflow,ok,1,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/086_Neumann_et_al_2009_Evaluation_of_yield_density_rel__static_workflow.csv
086_Neumann_et_al_2009_Evaluation_of_yield_density_rel,86,mas,ok,4,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/086_Neumann_et_al_2009_Evaluation_of_yield_density_rel__mas.csv
087_Silwana_et_al_2007_The_effects_of_inorganic_and_or,87,direct_llm,ok,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/087_Silwana_et_al_2007_The_effects_of_inorganic_and_or__direct_llm.csv
087_Silwana_et_al_2007_The_effects_of_inorganic_and_or,87,static_workflow,error: RuntimeError: static_workflow step 1 (label relevant blocks) returned None from the LLM,0,
087_Silwana_et_al_2007_The_effects_of_inorganic_and_or,87,mas,ok,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/087_Silwana_et_al_2007_The_effects_of_inorganic_and_or__mas.csv
088_Aggarwal_et_al_1992_Resource_use_and_plant_interac,88,direct_llm,ok,10,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/088_Aggarwal_et_al_1992_Resource_use_and_plant_interac__direct_llm.csv
088_Aggarwal_et_al_1992_Resource_use_and_plant_interac,88,static_workflow,error: APITimeoutError: Request timed out.,0,
088_Aggarwal_et_al_1992_Resource_use_and_plant_interac,88,mas,ok,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/088_Aggarwal_et_al_1992_Resource_use_and_plant_interac__mas.csv
089_Sslal_et_al_2005_Production_potential_and_competit,89,direct_llm,ok,9,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/089_Sslal_et_al_2005_Production_potential_and_competit__direct_llm.csv
089_Sslal_et_al_2005_Production_potential_and_competit,89,static_workflow,ok,2,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/089_Sslal_et_al_2005_Production_potential_and_competit__static_workflow.csv
089_Sslal_et_al_2005_Production_potential_and_competit,89,mas,ok,9,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/089_Sslal_et_al_2005_Production_potential_and_competit__mas.csv
090_Kumar_et_al_2003_Biological_and_economical_sustain,90,direct_llm,ok,10,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/090_Kumar_et_al_2003_Biological_and_economical_sustain__direct_llm.csv
090_Kumar_et_al_2003_Biological_and_economical_sustain,90,static_workflow,ok,9,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/090_Kumar_et_al_2003_Biological_and_economical_sustain__static_workflow.csv
090_Kumar_et_al_2003_Biological_and_economical_sustain,90,mas,ok,8,/home/com3dian/Github/meta_analysis_agents/outputs/surf_Qwen-Qwen3-6-27B-FP8_42fields/by_paper/090_Kumar_et_al_2003_Biological_and_economical_sustain__mas.csv
